id,safra,y,VAR_6,VAR_20,VAR_19,VAR_25,VAR_44,VAR_12,VAR_9,VAR_69,VAR_77,VAR_57,VAR_33,VAR_59,VAR_53
4640,201404,0,1333.0,12,0.0,5.0,6.0,255.0,1000.0,249.86,0.0,47,0.0,0.0,1000.0
4641,201405,0,3720.0,12,43.0,0.0,0.0,,1000.0,,,33,3.0,51.47,1000.0
4642,201406,0,227.0,12,0.0,0.0,0.0,,1350.2,,,30,0.0,,1350.2
4643,201411,0,246.0,10,0.0,0.0,0.0,,1700.0,,,62,0.0,,
4644,201402,0,3311.0,12,6.0,0.0,0.0,,800.0,,,36,12.0,,3200.0
4645,201408,0,1354.0,12,0.0,6.0,12.0,285.0,2000.0,289.93,0.0,53,0.0,162.38,7000.0
4646,201405,0,888.0,12,0.0,0.0,5.0,,3000.0,364.84,50.68,34,0.0,41.75,4764.69
4647,201402,0,2415.0,12,25.0,11.0,11.0,1638.0,1600.0,1960.48,216.17,63,6.0,1475.22,5767.36
4648,201405,0,1452.0,12,0.0,11.0,12.0,585.0,1270.0,667.86,88.29,30,0.0,369.26,2470.0
4649,201403,0,1493.0,12,1.0,3.0,5.0,,1753.37,372.93,0.0,51,1.0,356.05,4706.74
4650,201410,0,222.0,12,0.0,0.0,0.0,,1500.0,,,51,0.0,,
4651,201403,0,1400.0,5,0.0,1.0,12.0,131.0,500.0,810.04,186.23,58,0.0,398.38,4500.0
4652,201402,0,4203.0,12,30.0,6.0,6.0,,1000.0,115.95,0.0,30,41.0,63.35,2600.0
4653,201402,0,3730.0,12,10.0,4.0,9.0,400.0,886.93,675.82,157.53,49,17.0,492.79,2373.86
4654,201403,0,4771.0,3,93.0,8.0,9.0,151.0,957.33,281.87,0.0,51,7.0,210.36,957.33
4655,201412,1,1143.0,8,0.0,0.0,8.0,336.0,1600.0,762.12,149.15,59,0.0,210.0,1000.0
4656,201407,1,541.0,6,0.0,0.0,0.0,,500.0,,,33,0.0,0.0,500.0
4657,201404,0,777.0,12,0.0,0.0,3.0,,2000.0,294.85,96.92,37,0.0,451.17,4300.0
4658,201405,1,1241.0,12,0.0,3.0,12.0,581.0,1300.0,514.77,60.91,44,0.0,53.31,2450.0
4659,201403,0,804.0,12,0.0,0.0,3.0,,600.0,35.98,0.0,23,0.0,109.78,1200.0
4660,201403,0,2079.0,12,8.0,9.0,11.0,219.0,1500.0,597.68,189.03,26,5.0,204.39,1500.0
4661,201406,0,950.0,9,0.0,0.0,7.0,,3000.0,963.91,0.0,56,0.0,655.64,16243.7
4662,201404,0,1589.0,12,4.0,8.0,11.0,560.0,1500.0,674.1,0.0,28,1.0,360.72,2500.0
4663,201411,1,284.0,12,0.0,0.0,0.0,,1000.0,,,44,0.0,,900.0
4664,201406,0,668.0,12,0.0,0.0,0.0,,1000.0,,,52,0.0,106.32,1600.0
4665,201412,0,1355.0,4,0.0,4.0,10.0,42.0,400.0,798.8,89.75,31,0.0,263.37,
4666,201407,0,692.0,12,0.0,0.0,0.0,,536.63,,,31,0.0,206.64,536.63
4667,201402,0,1156.0,12,0.0,1.0,12.0,399.0,600.0,785.49,119.47,28,0.0,456.55,1200.0
4668,201407,0,280.0,12,0.0,0.0,0.0,,1000.0,,,30,0.0,,1000.0
4669,201405,1,230.0,12,0.0,0.0,0.0,,1750.0,,,49,0.0,,2550.0
4670,201412,0,2841.0,8,29.0,8.0,1.0,,500.0,362.39,112.4,60,16.0,166.87,1200.0
4671,201410,0,768.0,3,0.0,0.0,1.0,,200.0,252.7,0.0,31,0.0,283.42,200.0
4672,201404,1,540.0,12,0.0,0.0,0.0,,1000.0,,,30,0.0,,1000.0
4673,201410,0,2798.0,9,32.0,5.0,0.0,98.0,659.0,,,65,5.0,,300.0
4674,201412,1,1731.0,12,8.0,11.0,12.0,824.0,2000.0,993.19,0.0,48,1.0,286.85,3200.0
4675,201401,1,618.0,12,0.0,0.0,0.0,,2627.66,,,33,0.0,108.37,6992.87
4676,201407,0,2766.0,12,28.0,11.0,12.0,922.0,1500.0,399.83,0.0,48,9.0,360.82,1500.0
4677,201411,1,501.0,8,0.0,0.0,0.0,,1500.0,,,28,0.0,,
4678,201409,0,223.0,12,0.0,0.0,0.0,,1000.0,,,34,0.0,,
4679,201409,1,636.0,12,0.0,0.0,0.0,,3000.0,,,40,0.0,82.19,2433.59
4680,201404,0,998.0,12,0.0,0.0,9.0,,641.0,507.73,0.0,34,0.0,192.48,
4681,201404,0,890.0,12,0.0,0.0,5.0,,600.0,152.91,0.0,44,0.0,74.14,600.0
4682,201406,0,979.0,12,0.0,0.0,8.0,,3000.0,823.94,202.17,45,0.0,794.19,6100.0
4683,201406,0,1802.0,9,10.0,12.0,8.0,912.0,3000.0,1062.77,0.0,52,1.0,361.65,10515.68
4684,201412,0,3645.0,10,6.0,0.0,9.0,,1930.0,607.75,0.0,65,7.0,444.21,
4685,201407,0,3451.0,12,53.0,2.0,0.0,19.0,1103.0,,,68,4.0,,3861.57
4686,201404,0,759.0,12,0.0,0.0,2.0,,300.0,351.26,97.29,30,0.0,439.94,300.0
4687,201411,0,3058.0,12,43.0,10.0,12.0,1550.0,3000.0,,,63,10.0,637.58,
4688,201408,0,4157.0,7,61.0,12.0,12.0,1838.0,1000.0,309.84,0.0,33,13.0,0.0,4496.89
4689,201411,0,1254.0,12,0.0,4.0,3.0,62.0,696.0,109.97,0.0,59,0.0,144.95,
4690,201410,0,898.0,12,0.0,0.0,8.0,,1173.32,289.1,93.16,46,0.0,43.25,2000.0
4691,201401,1,376.0,12,0.0,0.0,0.0,,727.34,,,34,0.0,,1454.68
4692,201411,0,2330.0,6,15.0,5.0,10.0,215.0,1000.0,815.81,0.0,29,11.0,,350.0
4693,201401,1,194.0,12,0.0,0.0,0.0,,666.41,,,34,0.0,,1332.82
4694,201408,0,466.0,8,0.0,0.0,0.0,,600.0,,,45,0.0,0.0,600.0
4695,201406,1,258.0,12,0.0,0.0,0.0,,1908.77,,,52,0.0,,1908.77
4696,201404,0,811.0,3,0.0,0.0,4.0,,150.0,76.27,0.0,28,0.0,58.53,150.0
4697,201411,0,379.0,12,0.0,0.0,0.0,,1000.0,,,58,0.0,,3000.0
4698,201404,0,1036.0,12,0.0,0.0,10.0,,800.0,139.95,0.0,33,0.0,141.29,800.0
4699,201401,0,568.0,4,0.0,0.0,0.0,,600.0,,,22,0.0,,1317.96
4700,201411,0,3603.0,6,40.0,9.0,12.0,402.0,723.15,1400.47,0.0,55,22.0,923.18,
4701,201412,0,2301.0,12,29.0,9.0,5.0,476.0,1000.0,,,68,1.0,,3366.25
4702,201412,1,1872.0,12,4.0,5.0,12.0,205.0,1500.0,610.82,164.98,33,5.0,358.12,
4703,201408,0,546.0,12,0.0,0.0,0.0,,1537.52,,,46,0.0,,2061.99
4704,201404,0,269.0,10,0.0,0.0,0.0,,718.11,,,36,0.0,,718.11
4705,201409,0,1056.0,3,0.0,0.0,3.0,,500.0,75.97,0.0,58,0.0,410.7,
4706,201404,0,517.0,10,0.0,0.0,0.0,,300.0,,,46,0.0,,300.0
4707,201411,1,362.0,12,0.0,0.0,0.0,,1000.0,,,28,0.0,0.0,
4708,201409,0,2080.0,10,13.0,10.0,12.0,422.0,2000.0,625.99,0.0,47,9.0,322.2,4600.0
4709,201410,0,2356.0,6,22.0,9.0,12.0,299.0,1000.0,1408.73,0.0,27,8.0,852.88,
4710,201412,0,458.0,12,0.0,0.0,0.0,,1000.0,,,40,0.0,,500.0
4711,201402,1,724.0,12,0.0,0.0,0.0,,2759.03,77.39,0.0,27,0.0,157.62,4920.97
4712,201404,1,169.0,12,0.0,0.0,0.0,,1500.0,,,47,0.0,,1500.0
4713,201409,0,758.0,12,0.0,0.0,1.0,,1000.0,268.12,0.0,55,0.0,467.76,
4714,201412,1,1279.0,12,0.0,4.0,10.0,294.0,1000.0,71.98,0.0,32,0.0,63.35,4600.0
4715,201411,0,2775.0,12,14.0,0.0,2.0,150.0,1500.0,,,26,5.0,428.15,
4716,201404,0,1710.0,4,1.0,0.0,7.0,,600.0,798.98,267.09,34,1.0,446.13,1000.0
4717,201404,0,2162.0,5,10.0,0.0,0.0,,500.0,,,73,2.0,,500.0
4718,201408,0,638.0,12,0.0,0.0,0.0,,2000.0,,,46,0.0,101.87,13600.0
4719,201405,0,2238.0,12,24.0,10.0,12.0,1417.0,700.0,1262.4,149.57,46,2.0,522.0,6520.81
4720,201408,0,257.0,5,0.0,0.0,0.0,,200.0,,,31,0.0,,
4721,201408,0,1584.0,6,3.0,12.0,12.0,381.0,700.0,441.84,0.0,42,1.0,723.65,1700.0
4722,201408,1,680.0,12,0.0,0.0,0.0,,1000.0,158.76,52.82,34,0.0,134.59,1000.0
4723,201406,0,570.0,10,0.0,0.0,0.0,,250.0,,,25,0.0,0.0,250.0
4724,201407,1,1350.0,12,0.0,8.0,10.0,766.0,1741.81,443.4,0.0,45,0.0,524.25,2341.81
4725,201406,0,427.0,12,0.0,0.0,0.0,,1500.0,,,26,0.0,,1500.0
4726,201405,0,2600.0,6,14.0,11.0,12.0,541.0,500.0,579.83,0.0,29,3.0,475.47,500.0
4727,201412,0,1295.0,12,0.0,6.0,12.0,662.0,1500.0,568.02,145.07,61,0.0,287.76,2500.0
4728,201402,0,225.0,12,0.0,0.0,0.0,,1000.0,,,36,0.0,,2000.0
4729,201405,1,188.0,12,0.0,0.0,0.0,,1600.0,,,50,0.0,,1600.0
4730,201401,0,665.0,6,0.0,0.0,0.0,,400.0,,,69,0.0,80.28,800.0
4731,201404,0,920.0,12,0.0,0.0,6.0,,1000.0,321.53,0.0,53,0.0,147.36,2000.0
4732,201403,0,3116.0,12,9.0,1.0,3.0,35.0,1500.0,49.99,0.0,50,2.0,53.68,2500.0
4733,201402,0,423.0,12,0.0,0.0,0.0,,1500.0,,,46,0.0,,4500.0
4734,201411,0,619.0,12,0.0,0.0,0.0,,800.0,,,41,0.0,241.84,500.0
4735,201406,0,226.0,12,0.0,0.0,0.0,,1000.0,,,45,0.0,,1000.0
4736,201406,0,632.0,12,0.0,0.0,0.0,,1234.34,,,34,0.0,188.52,1234.34
4737,201410,0,686.0,12,0.0,0.0,0.0,,1000.0,,,28,0.0,229.84,
4738,201404,0,287.0,12,0.0,0.0,0.0,,1000.0,,,47,0.0,,1000.0
4739,201407,0,3142.0,12,43.0,8.0,12.0,380.0,1600.0,557.82,0.0,54,24.0,276.61,6529.38
4740,201402,0,921.0,12,0.0,0.0,7.0,,2200.0,163.84,55.87,51,0.0,217.54,4400.0
4741,201406,1,275.0,6,0.0,0.0,0.0,,500.0,,,33,0.0,,500.0
4742,201402,1,224.0,12,0.0,0.0,0.0,,923.26,,,28,0.0,,3665.06
4743,201411,0,3036.0,5,37.0,11.0,12.0,265.0,1000.0,1618.26,432.28,47,11.0,403.0,2900.0
4744,201404,0,1723.0,8,8.0,12.0,2.0,1180.0,600.0,,,68,3.0,,600.0
4745,201408,1,227.0,12,0.0,0.0,0.0,,680.0,,,34,0.0,,1371.89
4746,201402,1,633.0,12,0.0,0.0,0.0,,1120.0,,,31,0.0,97.67,2240.0
4747,201408,0,5060.0,3,44.0,3.0,11.0,,1800.0,1330.18,103.1,48,24.0,264.22,3800.0
4748,201406,0,311.0,12,0.0,0.0,0.0,,500.0,,,46,0.0,,500.0
4749,201408,0,1625.0,12,5.0,11.0,12.0,555.0,2000.0,795.47,237.89,61,1.0,527.89,10800.0
4750,201409,0,2911.0,12,32.0,1.0,5.0,199.0,800.0,195.33,23.43,28,4.0,,500.0
4751,201407,0,1165.0,10,0.0,2.0,7.0,286.0,700.0,231.93,0.0,33,0.0,,1500.0
4752,201405,0,3907.0,3,39.0,5.0,4.0,196.0,300.0,19.99,0.0,47,23.0,,300.0
4753,201406,0,3387.0,12,59.0,10.0,12.0,658.0,700.0,1528.36,305.64,45,4.0,646.97,700.0
4754,201402,0,1593.0,12,3.0,0.0,2.0,,1000.0,549.0,0.0,58,1.0,527.1,3000.0
4755,201407,0,759.0,12,0.0,0.0,1.0,,900.0,44.98,0.0,56,0.0,46.93,3700.0
4756,201408,0,1156.0,12,0.0,1.0,12.0,278.0,1000.0,1003.06,89.23,47,0.0,431.7,1000.0
4757,201402,0,780.0,12,0.0,0.0,2.0,,775.43,597.36,180.31,24,0.0,389.46,2326.29
4758,201401,0,714.0,4,0.0,0.0,0.0,,300.0,,,29,0.0,254.19,600.0
4759,201405,0,552.0,12,0.0,0.0,0.0,,1000.0,,,34,0.0,0.0,1000.0
4760,201408,0,4610.0,12,37.0,4.0,10.0,88.0,1200.0,1151.11,111.45,32,11.0,418.87,2628.99
4761,201403,1,304.0,10,0.0,0.0,0.0,,1000.0,,,47,0.0,,1300.0
4762,201412,0,2910.0,12,38.0,7.0,12.0,219.0,600.0,191.17,55.7,55,11.0,414.32,
4763,201408,0,726.0,12,0.0,0.0,0.0,,1000.0,108.75,0.0,44,0.0,333.3,1000.0
4764,201410,0,1181.0,12,0.0,2.0,5.0,110.0,1500.0,207.76,68.81,62,0.0,,4000.0
4765,201401,0,1965.0,6,14.0,8.0,11.0,117.0,200.0,521.16,23.37,28,2.0,442.57,400.0
4766,201410,0,4601.0,12,6.0,1.0,6.0,248.0,800.0,,,34,3.0,,3000.0
4767,201410,1,691.0,12,0.0,0.0,0.0,,800.0,,,25,0.0,155.55,
4768,201407,0,617.0,12,0.0,0.0,0.0,,700.0,,,32,0.0,97.87,930.0
4769,201407,0,818.0,6,0.0,0.0,3.0,,1000.0,424.28,0.0,28,0.0,417.38,1000.0
4770,201409,0,373.0,12,0.0,0.0,0.0,,2000.0,,,54,0.0,,
4771,201407,0,1998.0,12,11.0,9.0,11.0,452.0,2573.3,280.89,0.0,47,4.0,136.64,11380.35
4772,201408,0,4699.0,8,83.0,10.0,12.0,481.0,1200.0,433.87,0.0,76,24.0,246.98,4000.0
4773,201405,0,2482.0,12,29.0,9.0,12.0,661.0,1500.0,536.79,0.0,44,5.0,81.28,3500.0
4774,201411,0,371.0,5,0.0,0.0,0.0,,425.0,,,32,0.0,,
4775,201405,0,4246.0,12,12.0,3.0,11.0,144.0,500.0,576.84,0.0,30,12.0,393.69,500.0
4776,201403,1,1782.0,12,4.0,0.0,0.0,,1000.0,,,68,1.0,25.93,1800.0
4777,201407,0,721.0,10,0.0,0.0,0.0,,200.0,41.39,0.0,32,0.0,146.3,200.0
4778,201405,0,1731.0,10,3.0,5.0,10.0,243.0,1369.22,321.52,117.59,69,6.0,591.81,1369.22
4779,201412,0,2872.0,12,13.0,4.0,7.0,310.0,1000.0,442.12,131.19,28,3.0,273.79,3500.0
4780,201410,0,362.0,12,0.0,0.0,0.0,,1500.0,,,32,0.0,,
4781,201411,0,1470.0,7,0.0,10.0,12.0,728.0,500.0,673.32,0.0,31,0.0,401.71,600.0
4782,201404,0,924.0,12,0.0,0.0,6.0,,1200.0,352.27,0.0,30,0.0,182.6,1941.01
4783,201405,0,812.0,9,0.0,0.0,3.0,,1500.0,313.99,108.06,59,0.0,371.03,1500.0
4784,201402,1,1945.0,12,13.0,11.0,12.0,737.0,2000.0,817.71,69.94,54,2.0,458.87,3000.0
4785,201410,1,2905.0,12,28.0,9.0,7.0,94.0,1000.0,59.98,0.0,54,5.0,29.81,400.0
4786,201404,1,192.0,10,0.0,0.0,0.0,,656.53,,,22,0.0,,729.49
4787,201403,0,2583.0,12,18.0,0.0,3.0,,2000.0,99.98,0.0,49,7.0,61.06,6000.0
4788,201410,0,295.0,12,0.0,0.0,0.0,,1679.28,,,44,0.0,,1712.22
4789,201409,0,4194.0,4,62.0,11.0,6.0,368.0,200.0,137.94,0.0,31,24.0,,670.22
4790,201405,0,741.0,12,0.0,0.0,0.0,,1181.7,504.82,93.8,32,0.0,270.06,2681.7
4791,201411,1,123.0,12,0.0,0.0,0.0,,1092.56,,,35,0.0,,
4792,201401,0,772.0,12,0.0,0.0,2.0,,1400.0,452.88,0.0,66,0.0,384.49,4200.0
4793,201406,0,711.0,12,0.0,0.0,0.0,,2470.0,,,59,0.0,635.9,3510.0
4794,201405,0,698.0,4,0.0,0.0,0.0,,350.0,,,57,0.0,35.64,350.0
4795,201408,0,471.0,3,0.0,0.0,0.0,,204.0,,,32,0.0,,204.0
4796,201411,0,329.0,6,0.0,0.0,0.0,,1100.0,,,32,0.0,,
4797,201401,1,723.0,12,0.0,0.0,0.0,,1000.0,62.99,0.0,58,0.0,79.86,2000.0
4798,201402,0,2364.0,12,26.0,8.0,10.0,827.0,1078.78,1771.71,0.0,32,4.0,889.11,2157.56
4799,201411,1,2769.0,6,24.0,10.0,11.0,608.0,1500.0,1029.0,325.23,63,9.0,986.11,
4800,201407,0,302.0,12,0.0,0.0,0.0,,1000.0,,,62,0.0,,1000.0
4801,201402,0,2067.0,12,3.0,0.0,0.0,,2400.0,,,27,19.0,0.0,5800.0
4802,201410,0,1167.0,6,0.0,2.0,11.0,264.0,1000.0,209.91,0.0,47,0.0,584.0,1000.0
4803,201401,0,1023.0,12,0.0,0.0,8.0,,1500.0,690.86,0.0,26,0.0,109.65,4000.0
4804,201405,0,689.0,12,0.0,0.0,0.0,,1547.09,,,27,0.0,300.1,1547.09
4805,201412,0,957.0,12,0.0,0.0,7.0,,1200.0,593.88,0.0,63,0.0,,1500.0
4806,201412,1,406.0,12,0.0,0.0,0.0,,1985.1,,,38,0.0,,
4807,201402,0,281.0,5,0.0,0.0,0.0,,500.0,,,49,0.0,,1000.0
4808,201412,0,1293.0,10,0.0,6.0,5.0,552.0,1100.0,21.48,0.0,62,0.0,,1500.0
4809,201409,0,4109.0,12,62.0,3.0,11.0,100.0,1000.0,372.83,0.0,49,22.0,224.07,1000.0
4810,201405,0,272.0,3,0.0,0.0,0.0,,150.0,,,29,0.0,,150.0
4811,201405,1,2148.0,12,22.0,11.0,12.0,1202.0,3000.0,1227.33,115.82,48,1.0,320.83,5000.0
4812,201410,0,3180.0,12,6.0,0.0,9.0,,2000.0,537.59,0.0,26,5.0,280.66,1500.0
4813,201403,0,379.0,12,0.0,0.0,0.0,,1500.0,,,53,0.0,,2257.65
4814,201402,0,1912.0,12,9.0,5.0,8.0,284.0,800.0,351.96,101.97,23,6.0,220.0,1600.0
4815,201406,0,2587.0,6,27.0,0.0,0.0,,450.0,,,25,6.0,208.52,450.0
4816,201404,0,2449.0,12,15.0,0.0,7.0,,2000.0,250.8,88.84,71,6.0,114.96,8000.0
4817,201412,1,2433.0,12,8.0,1.0,8.0,442.0,927.57,,,27,12.0,,
4818,201401,0,1699.0,3,5.0,10.0,3.0,107.0,300.0,415.59,137.66,25,3.0,290.47,300.0
4819,201412,0,528.0,12,0.0,0.0,0.0,,1931.0,,,29,0.0,26.97,2800.0
4820,201404,1,1053.0,10,0.0,0.0,7.0,,600.0,105.98,0.0,59,0.0,248.72,2100.0
4821,201402,0,603.0,8,0.0,0.0,0.0,,500.0,,,53,0.0,88.47,1500.0
4822,201408,1,388.0,12,0.0,0.0,0.0,,1601.14,,,46,0.0,,1601.14
4823,201406,1,373.0,12,0.0,0.0,0.0,,2000.0,,,62,0.0,,2000.0
4824,201410,0,2753.0,12,27.0,4.0,8.0,449.0,1167.47,,,50,16.0,,
4825,201408,0,864.0,10,0.0,0.0,4.0,,1000.0,173.37,0.0,38,0.0,169.34,1300.0
4826,201411,0,2649.0,12,24.0,2.0,0.0,,1455.88,,,56,7.0,,3500.0
4827,201410,0,1290.0,12,0.0,7.0,11.0,230.0,1884.47,436.78,0.0,54,0.0,93.46,7380.0
4828,201404,0,890.0,12,0.0,0.0,6.0,,1300.0,475.08,162.57,44,0.0,498.72,2300.0
4829,201401,0,3340.0,12,42.0,9.0,3.0,85.0,400.0,,,49,11.0,,950.0
4830,201402,0,228.0,12,0.0,0.0,0.0,,1000.0,,,58,0.0,,3000.0
4831,201408,1,2532.0,9,13.0,2.0,2.0,80.0,899.63,,,27,6.0,,7203.37
4832,201404,0,1946.0,12,15.0,12.0,12.0,601.0,500.0,606.38,202.5,53,1.0,290.6,2600.0
4833,201406,0,4796.0,12,75.0,12.0,11.0,333.0,3000.0,120.94,0.0,72,22.0,,6000.0
4834,201405,0,633.0,12,0.0,0.0,0.0,,300.0,,,74,0.0,20.22,300.0
4835,201406,0,596.0,12,0.0,0.0,0.0,,2717.8,,,47,0.0,76.36,4617.8
4836,201406,0,300.0,12,0.0,0.0,0.0,,1000.0,,,67,0.0,,1000.0
4837,201405,0,869.0,12,0.0,0.0,4.0,,1000.0,77.56,0.0,32,0.0,65.39,1000.0
4838,201406,0,2414.0,3,17.0,3.0,10.0,122.0,400.0,263.89,0.0,59,4.0,108.61,1600.0
4839,201402,0,2360.0,12,17.0,8.0,0.0,248.0,700.0,,,25,7.0,,1599.98
4840,201404,0,2562.0,12,26.0,7.0,0.0,210.0,905.84,,,25,7.0,,905.84
4841,201408,0,2943.0,5,2.0,0.0,2.0,,1000.0,159.97,0.0,35,4.0,302.76,1000.0
4842,201401,1,225.0,12,0.0,0.0,0.0,,1000.0,,,51,0.0,,2000.0
4843,201410,0,2665.0,12,28.0,0.0,5.0,,1300.0,864.0,116.86,72,7.0,629.0,1997.69
4844,201408,0,117.0,12,0.0,0.0,0.0,,500.0,,,65,0.0,,650.0
4845,201410,0,664.0,5,0.0,0.0,0.0,,500.0,,,51,0.0,199.76,
4846,201401,1,2709.0,12,33.0,5.0,4.0,329.0,1500.0,536.22,159.0,26,7.0,330.83,3000.0
4847,201406,0,618.0,12,0.0,0.0,0.0,,883.0,,,29,0.0,87.37,883.0
4848,201401,1,441.0,12,0.0,0.0,0.0,,800.0,,,48,0.0,,1600.0
4849,201408,1,401.0,12,0.0,0.0,0.0,,1500.0,,,25,0.0,,1960.0
4850,201404,0,1016.0,12,0.0,0.0,10.0,,500.0,1272.45,134.24,44,0.0,0.0,500.0
4851,201405,0,657.0,8,0.0,0.0,0.0,,600.0,,,60,0.0,133.85,600.0
4852,201410,0,3009.0,10,14.0,0.0,12.0,101.0,1000.0,453.2,0.0,27,13.0,403.0,
4853,201408,0,877.0,5,0.0,0.0,4.0,,328.0,936.38,78.07,45,0.0,221.24,328.0
4854,201406,0,191.0,10,0.0,0.0,0.0,,570.0,,,63,0.0,,789.98
4855,201408,0,694.0,12,0.0,0.0,0.0,,862.0,,,27,0.0,240.0,862.0
4856,201412,1,683.0,3,0.0,0.0,0.0,,500.0,219.55,0.0,60,0.0,112.78,
4857,201403,1,841.0,12,0.0,0.0,4.0,,1300.0,410.13,110.16,32,0.0,302.52,2300.0
4858,201403,0,3938.0,12,15.0,0.0,1.0,,1500.0,230.07,85.12,50,4.0,,4327.42
4859,201410,0,2960.0,11,8.0,5.0,10.0,223.0,1100.0,125.95,0.0,29,6.0,,550.0
4860,201409,0,245.0,5,0.0,0.0,0.0,,500.0,,,28,0.0,,
4861,201410,0,2902.0,12,4.0,0.0,9.0,,2500.0,665.66,132.28,57,10.0,419.52,4460.6
4862,201410,0,1877.0,8,9.0,0.0,1.0,,600.0,109.96,0.0,39,2.0,191.57,
4863,201402,1,277.0,12,0.0,0.0,0.0,,800.0,,,28,0.0,,1600.0
4864,201403,0,729.0,12,0.0,0.0,0.0,,1504.63,91.97,0.0,38,0.0,379.53,1504.63
4865,201403,0,3726.0,12,5.0,0.0,0.0,,1000.0,,,61,1.0,,1000.0
4866,201408,0,2576.0,4,14.0,3.0,12.0,185.0,400.0,430.03,0.0,55,10.0,132.9,1400.0
4867,201401,0,1504.0,10,0.0,9.0,0.0,178.0,1272.39,,,56,1.0,,3144.78
4868,201409,0,3867.0,12,22.0,0.0,2.0,,1500.0,,,32,28.0,,170.94
4869,201404,0,2212.0,12,13.0,8.0,6.0,609.0,1000.0,,,53,2.0,,5024.74
4870,201410,0,614.0,12,0.0,0.0,0.0,,3000.0,,,58,0.0,33.49,3647.26
4871,201406,0,2673.0,6,19.0,8.0,3.0,382.0,500.0,,,59,3.0,,500.0
4872,201403,0,1773.0,12,5.0,6.0,1.0,170.0,1500.0,318.72,108.76,54,1.0,345.74,2500.0
4873,201412,0,301.0,12,0.0,0.0,0.0,,1000.0,,,27,0.0,,
4874,201406,1,2142.0,12,15.0,6.0,7.0,412.0,1700.0,69.97,0.0,58,5.0,143.6,1700.0
4875,201404,0,419.0,3,0.0,0.0,0.0,,150.0,,,27,0.0,,150.0
4876,201401,0,850.0,12,0.0,0.0,4.0,,2900.0,600.33,0.0,28,0.0,607.77,9100.0
4877,201404,1,402.0,12,0.0,0.0,0.0,,1150.0,,,29,0.0,,2428.4
4878,201405,0,1900.0,12,6.0,10.0,9.0,99.0,1000.0,134.98,0.0,58,8.0,,1000.0
4879,201405,0,2981.0,12,25.0,9.0,12.0,1430.0,3000.0,1884.65,631.1,48,12.0,973.58,7873.51
4880,201412,0,,12,0.0,0.0,0.0,,2416.32,,,69,0.0,,1400.0
4881,201409,1,245.0,12,0.0,0.0,0.0,,1000.0,,,57,0.0,,
4882,201406,0,4989.0,12,26.0,0.0,0.0,,1000.0,,,72,3.0,,2500.0
4883,201410,1,258.0,12,0.0,0.0,0.0,,1000.0,,,50,0.0,,
4884,201405,0,1102.0,12,0.0,0.0,11.0,26.0,1500.0,502.15,0.0,49,0.0,0.0,3700.0
4885,201401,1,887.0,12,0.0,0.0,5.0,,600.0,519.36,162.77,50,0.0,302.22,1200.0
4886,201405,0,584.0,12,0.0,0.0,0.0,,900.0,,,25,0.0,0.0,900.0
4887,201405,1,221.0,12,0.0,0.0,0.0,,1000.0,,,45,0.0,,1000.0
4888,201408,1,1125.0,12,0.0,0.0,11.0,240.0,1000.0,266.68,0.0,43,0.0,266.56,1000.0
4889,201407,1,204.0,12,0.0,0.0,0.0,,1526.44,,,48,0.0,,1526.44
4890,201410,0,309.0,12,0.0,0.0,0.0,,1000.0,,,59,0.0,,
4891,201406,1,3571.0,12,21.0,0.0,0.0,,2481.01,,,39,14.0,,
4892,201408,0,363.0,12,0.0,0.0,0.0,,1500.0,,,56,0.0,,2500.0
4893,201402,0,425.0,12,0.0,0.0,0.0,,1300.0,,,63,0.0,,2600.0
4894,201407,1,3122.0,12,25.0,7.0,0.0,161.0,2140.0,,,41,10.0,,11285.91
4895,201409,0,3139.0,3,48.0,12.0,12.0,918.0,1000.0,467.88,0.0,61,6.0,236.96,
4896,201402,0,363.0,12,0.0,0.0,0.0,,978.53,,,26,0.0,,1957.06
4897,201405,1,561.0,4,0.0,0.0,0.0,,300.0,,,27,0.0,,300.0
4898,201410,0,1774.0,3,9.0,10.0,12.0,859.0,500.0,936.76,0.0,59,1.0,686.72,3000.0
4899,201402,0,1441.0,12,0.0,4.0,0.0,,1500.0,,,39,0.0,,3000.0
4900,201409,1,533.0,12,0.0,0.0,0.0,,800.0,,,52,0.0,,627.84
4901,201407,1,755.0,12,0.0,0.0,1.0,,1884.74,429.88,0.0,25,0.0,526.19,1884.74
4902,201401,1,2584.0,12,10.0,0.0,12.0,212.0,1338.9,451.87,0.0,25,6.0,348.0,2677.8
4903,201409,0,2527.0,12,14.0,11.0,12.0,1231.0,2000.0,1932.25,0.0,68,3.0,1350.68,3000.0
4904,201411,1,1167.0,10,0.0,1.0,12.0,147.0,1200.0,367.55,71.29,52,0.0,350.0,1824.0
4905,201412,1,628.0,12,0.0,0.0,0.0,,500.0,,,48,0.0,41.69,200.0
4906,201408,0,526.0,12,0.0,0.0,0.0,,2042.44,,,43,0.0,,2542.44
4907,201405,0,734.0,12,0.0,0.0,0.0,,1000.0,261.92,0.0,30,0.0,168.34,1000.0
4908,201401,1,1861.0,12,12.0,8.0,8.0,179.0,2500.0,303.79,0.0,51,1.0,174.88,5000.0
4909,201402,0,252.0,12,0.0,0.0,0.0,,1992.04,,,54,0.0,,3984.08
